location,date,vaccine,total_vaccinations
Sweden,9/04/2021,Moderna,205812
Sweden,9/04/2021,Oxford/AstraZeneca,418613
Sweden,9/04/2021,Pfizer/BioNTech,1625821
Sweden,16/04/2021,Moderna,234460
Sweden,16/04/2021,Oxford/AstraZeneca,580596
Sweden,16/04/2021,Pfizer/BioNTech,1909039
Sweden,23/04/2021,Moderna,273371
Sweden,23/04/2021,Oxford/AstraZeneca,675591
Sweden,23/04/2021,Pfizer/BioNTech,2214820
Sweden,30/04/2021,Moderna,304041
Sweden,30/04/2021,Oxford/AstraZeneca,711119
Sweden,30/04/2021,Pfizer/BioNTech,2546149
Sweden,7/05/2021,Moderna,352876
Sweden,7/05/2021,Oxford/AstraZeneca,729531
Sweden,7/05/2021,Pfizer/BioNTech,2935780
Sweden,14/05/2021,Moderna,390419
Sweden,14/05/2021,Oxford/AstraZeneca,759120
Sweden,14/05/2021,Pfizer/BioNTech,3292972
Sweden,21/05/2021,Moderna,454284
Sweden,21/05/2021,Oxford/AstraZeneca,801210
Sweden,21/05/2021,Pfizer/BioNTech,3638636
Sweden,28/05/2021,Moderna,511907
Sweden,28/05/2021,Oxford/AstraZeneca,824220
Sweden,28/05/2021,Pfizer/BioNTech,4040560
Sweden,4/06/2021,Moderna,579283
Sweden,4/06/2021,Oxford/AstraZeneca,873853
Sweden,4/06/2021,Pfizer/BioNTech,4506347
Sweden,11/06/2021,Moderna,645284
Sweden,11/06/2021,Oxford/AstraZeneca,941250
Sweden,11/06/2021,Pfizer/BioNTech,5050088
Sweden,18/06/2021,Moderna,708831
Sweden,18/06/2021,Oxford/AstraZeneca,1072896
Sweden,18/06/2021,Pfizer/BioNTech,5622388
Sweden,25/06/2021,Moderna,763391
Sweden,25/06/2021,Oxford/AstraZeneca,1178718
Sweden,25/06/2021,Pfizer/BioNTech,6092151
Sweden,2/07/2021,Moderna,830483
Sweden,2/07/2021,Oxford/AstraZeneca,1251425
Sweden,2/07/2021,Pfizer/BioNTech,6631591
Switzerland,14/02/2021,Moderna,227245
Switzerland,14/02/2021,Pfizer/BioNTech,314637
Switzerland,15/02/2021,Moderna,236691
Switzerland,15/02/2021,Pfizer/BioNTech,323927
Switzerland,16/02/2021,Moderna,250090
Switzerland,16/02/2021,Pfizer/BioNTech,335365
Switzerland,17/02/2021,Moderna,263051
Switzerland,17/02/2021,Pfizer/BioNTech,346874
Switzerland,18/02/2021,Moderna,278109
Switzerland,18/02/2021,Pfizer/BioNTech,360271
Switzerland,19/02/2021,Moderna,290154
Switzerland,19/02/2021,Pfizer/BioNTech,372480
Switzerland,20/02/2021,Moderna,294820
Switzerland,20/02/2021,Pfizer/BioNTech,375023
Switzerland,21/02/2021,Moderna,295593
Switzerland,21/02/2021,Pfizer/BioNTech,376053
Switzerland,22/02/2021,Moderna,306699
Switzerland,22/02/2021,Pfizer/BioNTech,384976
Switzerland,23/02/2021,Moderna,322785
Switzerland,23/02/2021,Pfizer/BioNTech,395556
Switzerland,24/02/2021,Moderna,339928
Switzerland,24/02/2021,Pfizer/BioNTech,406880
Switzerland,25/02/2021,Moderna,357681
Switzerland,25/02/2021,Pfizer/BioNTech,418470
Switzerland,26/02/2021,Moderna,373386
Switzerland,26/02/2021,Pfizer/BioNTech,427542
Switzerland,27/02/2021,Moderna,377427
Switzerland,27/02/2021,Pfizer/BioNTech,429931
Switzerland,28/02/2021,Moderna,378486
Switzerland,28/02/2021,Pfizer/BioNTech,430857
Switzerland,1/03/2021,Moderna,391604
Switzerland,1/03/2021,Pfizer/BioNTech,439871
Switzerland,2/03/2021,Moderna,406621
Switzerland,2/03/2021,Pfizer/BioNTech,450705
Switzerland,3/03/2021,Moderna,424399
Switzerland,3/03/2021,Pfizer/BioNTech,465407
Switzerland,4/03/2021,Moderna,443357
Switzerland,4/03/2021,Pfizer/BioNTech,479826
Switzerland,5/03/2021,Moderna,459157
Switzerland,5/03/2021,Pfizer/BioNTech,493177
Switzerland,6/03/2021,Moderna,462765
Switzerland,6/03/2021,Pfizer/BioNTech,495857
Switzerland,7/03/2021,Moderna,463796
Switzerland,7/03/2021,Pfizer/BioNTech,496991
Switzerland,8/03/2021,Moderna,475453
Switzerland,8/03/2021,Pfizer/BioNTech,508707
Switzerland,9/03/2021,Moderna,491533
Switzerland,9/03/2021,Pfizer/BioNTech,523193
Switzerland,10/03/2021,Moderna,507156
Switzerland,10/03/2021,Pfizer/BioNTech,538022
Switzerland,11/03/2021,Moderna,523873
Switzerland,11/03/2021,Pfizer/BioNTech,553508
Switzerland,12/03/2021,Moderna,537691
Switzerland,12/03/2021,Pfizer/BioNTech,567036
Switzerland,13/03/2021,Moderna,541850
Switzerland,13/03/2021,Pfizer/BioNTech,568878
Switzerland,14/03/2021,Moderna,542421
Switzerland,14/03/2021,Pfizer/BioNTech,569745
Switzerland,15/03/2021,Moderna,552495
Switzerland,15/03/2021,Pfizer/BioNTech,580711
Switzerland,16/03/2021,Moderna,565576
Switzerland,16/03/2021,Pfizer/BioNTech,596692
Switzerland,17/03/2021,Moderna,579742
Switzerland,17/03/2021,Pfizer/BioNTech,614803
Switzerland,18/03/2021,Moderna,594636
Switzerland,18/03/2021,Pfizer/BioNTech,633363
Switzerland,19/03/2021,Moderna,606582
Switzerland,19/03/2021,Pfizer/BioNTech,649039
Switzerland,20/03/2021,Moderna,609811
Switzerland,20/03/2021,Pfizer/BioNTech,651906
Switzerland,21/03/2021,Moderna,609950
Switzerland,21/03/2021,Pfizer/BioNTech,653115
Switzerland,22/03/2021,Moderna,621153
Switzerland,22/03/2021,Pfizer/BioNTech,666931
Switzerland,23/03/2021,Moderna,637652
Switzerland,23/03/2021,Pfizer/BioNTech,682737
Switzerland,24/03/2021,Moderna,656883
Switzerland,24/03/2021,Pfizer/BioNTech,699092
Switzerland,25/03/2021,Moderna,681673
Switzerland,25/03/2021,Pfizer/BioNTech,713232
Switzerland,26/03/2021,Moderna,702717
Switzerland,26/03/2021,Pfizer/BioNTech,728275
Switzerland,27/03/2021,Moderna,709380
Switzerland,27/03/2021,Pfizer/BioNTech,731572
Switzerland,28/03/2021,Moderna,711410
Switzerland,28/03/2021,Pfizer/BioNTech,733869
Switzerland,29/03/2021,Moderna,731827
Switzerland,29/03/2021,Pfizer/BioNTech,746598
Switzerland,30/03/2021,Moderna,757431
Switzerland,30/03/2021,Pfizer/BioNTech,762180
Switzerland,31/03/2021,Moderna,779994
Switzerland,31/03/2021,Pfizer/BioNTech,778566
Switzerland,1/04/2021,Moderna,803507
Switzerland,1/04/2021,Pfizer/BioNTech,796235
Switzerland,2/04/2021,Moderna,808814
Switzerland,2/04/2021,Pfizer/BioNTech,801543
Switzerland,3/04/2021,Moderna,811138
Switzerland,3/04/2021,Pfizer/BioNTech,805671
Switzerland,4/04/2021,Moderna,811733
Switzerland,4/04/2021,Pfizer/BioNTech,806787
Switzerland,5/04/2021,Moderna,813822
Switzerland,5/04/2021,Pfizer/BioNTech,810586
Switzerland,6/04/2021,Moderna,831306
Switzerland,6/04/2021,Pfizer/BioNTech,831471
Switzerland,7/04/2021,Moderna,852821
Switzerland,7/04/2021,Pfizer/BioNTech,856703
Switzerland,8/04/2021,Moderna,878538
Switzerland,8/04/2021,Pfizer/BioNTech,882853
Switzerland,9/04/2021,Moderna,904163
Switzerland,9/04/2021,Pfizer/BioNTech,905020
Switzerland,10/04/2021,Moderna,913196
Switzerland,10/04/2021,Pfizer/BioNTech,910503
Switzerland,11/04/2021,Moderna,915984
Switzerland,11/04/2021,Pfizer/BioNTech,912793
Switzerland,12/04/2021,Moderna,933928
Switzerland,12/04/2021,Pfizer/BioNTech,939467
Switzerland,13/04/2021,Moderna,957687
Switzerland,13/04/2021,Pfizer/BioNTech,969892
Switzerland,14/04/2021,Moderna,983260
Switzerland,14/04/2021,Pfizer/BioNTech,1001523
Switzerland,15/04/2021,Moderna,1011425
Switzerland,15/04/2021,Pfizer/BioNTech,1031643
Switzerland,16/04/2021,Moderna,1038725
Switzerland,16/04/2021,Pfizer/BioNTech,1059123
Switzerland,17/04/2021,Moderna,1049816
Switzerland,17/04/2021,Pfizer/BioNTech,1065992
Switzerland,18/04/2021,Moderna,1051776
Switzerland,18/04/2021,Pfizer/BioNTech,1070694
Switzerland,19/04/2021,Moderna,1073297
Switzerland,19/04/2021,Pfizer/BioNTech,1101409
Switzerland,20/04/2021,Moderna,1103455
Switzerland,20/04/2021,Pfizer/BioNTech,1135580
Switzerland,21/04/2021,Moderna,1137599
Switzerland,21/04/2021,Pfizer/BioNTech,1169745
Switzerland,22/04/2021,Moderna,1180040
Switzerland,22/04/2021,Pfizer/BioNTech,1201973
Switzerland,23/04/2021,Moderna,1214580
Switzerland,23/04/2021,Pfizer/BioNTech,1234286
Switzerland,24/04/2021,Moderna,1232401
Switzerland,24/04/2021,Pfizer/BioNTech,1243659
Switzerland,25/04/2021,Moderna,1238030
Switzerland,25/04/2021,Pfizer/BioNTech,1250501
Switzerland,26/04/2021,Moderna,1267814
Switzerland,26/04/2021,Pfizer/BioNTech,1277912
Switzerland,27/04/2021,Moderna,1308694
Switzerland,27/04/2021,Pfizer/BioNTech,1311454
Switzerland,28/04/2021,Moderna,1348414
Switzerland,28/04/2021,Pfizer/BioNTech,1346461
Switzerland,29/04/2021,Moderna,1389076
Switzerland,29/04/2021,Pfizer/BioNTech,1378571
Switzerland,30/04/2021,Moderna,1425111
Switzerland,30/04/2021,Pfizer/BioNTech,1407196
Switzerland,1/05/2021,Moderna,1442515
Switzerland,1/05/2021,Pfizer/BioNTech,1419897
Switzerland,2/05/2021,Moderna,1448788
Switzerland,2/05/2021,Pfizer/BioNTech,1426232
Switzerland,3/05/2021,Moderna,1477283
Switzerland,3/05/2021,Pfizer/BioNTech,1458591
Switzerland,4/05/2021,Moderna,1516678
Switzerland,4/05/2021,Pfizer/BioNTech,1494986
Switzerland,5/05/2021,Moderna,1561998
Switzerland,5/05/2021,Pfizer/BioNTech,1529423
Switzerland,6/05/2021,Moderna,1616811
Switzerland,6/05/2021,Pfizer/BioNTech,1564488
Switzerland,7/05/2021,Moderna,1673018
Switzerland,7/05/2021,Pfizer/BioNTech,1593545
Switzerland,8/05/2021,Moderna,1698753
Switzerland,8/05/2021,Pfizer/BioNTech,1608248
Switzerland,9/05/2021,Moderna,1710708
Switzerland,9/05/2021,Pfizer/BioNTech,1613929
Switzerland,10/05/2021,Moderna,1759221
Switzerland,10/05/2021,Pfizer/BioNTech,1646779
Switzerland,11/05/2021,Moderna,1817676
Switzerland,11/05/2021,Pfizer/BioNTech,1684426
Switzerland,12/05/2021,Moderna,1878288
Switzerland,12/05/2021,Pfizer/BioNTech,1723314
Switzerland,13/05/2021,Moderna,1906906
Switzerland,13/05/2021,Pfizer/BioNTech,1740924
Switzerland,14/05/2021,Moderna,1959142
Switzerland,14/05/2021,Pfizer/BioNTech,1770189
Switzerland,15/05/2021,Moderna,1988568
Switzerland,15/05/2021,Pfizer/BioNTech,1784859
Switzerland,16/05/2021,Moderna,2000585
Switzerland,16/05/2021,Pfizer/BioNTech,1792252
Switzerland,17/05/2021,Moderna,2051896
Switzerland,17/05/2021,Pfizer/BioNTech,1825619
Switzerland,18/05/2021,Moderna,2114900
Switzerland,18/05/2021,Pfizer/BioNTech,1863157
Switzerland,19/05/2021,Moderna,2185095
Switzerland,19/05/2021,Pfizer/BioNTech,1898149
Switzerland,20/05/2021,Moderna,2260207
Switzerland,20/05/2021,Pfizer/BioNTech,1932719
Switzerland,21/05/2021,Moderna,2328361
Switzerland,21/05/2021,Pfizer/BioNTech,1966496
Switzerland,22/05/2021,Moderna,2362158
Switzerland,22/05/2021,Pfizer/BioNTech,1980354
Switzerland,23/05/2021,Moderna,2376116
Switzerland,23/05/2021,Pfizer/BioNTech,1985428
Switzerland,24/05/2021,Moderna,2410356
Switzerland,24/05/2021,Pfizer/BioNTech,2001736
Switzerland,25/05/2021,Moderna,2476514
Switzerland,25/05/2021,Pfizer/BioNTech,2037570
Switzerland,26/05/2021,Moderna,2548014
Switzerland,26/05/2021,Pfizer/BioNTech,2074002
Switzerland,27/05/2021,Moderna,2623603
Switzerland,27/05/2021,Pfizer/BioNTech,2106394
Switzerland,28/05/2021,Moderna,2695792
Switzerland,28/05/2021,Pfizer/BioNTech,2139013
Switzerland,29/05/2021,Moderna,2734330
Switzerland,29/05/2021,Pfizer/BioNTech,2154993
Switzerland,30/05/2021,Moderna,2749900
Switzerland,30/05/2021,Pfizer/BioNTech,2164388
Switzerland,31/05/2021,Moderna,2809596
Switzerland,31/05/2021,Pfizer/BioNTech,2198259
Switzerland,1/06/2021,Moderna,2882770
Switzerland,1/06/2021,Pfizer/BioNTech,2233521
Switzerland,2/06/2021,Moderna,2966134
Switzerland,2/06/2021,Pfizer/BioNTech,2264841
Switzerland,3/06/2021,Moderna,3045106
Switzerland,3/06/2021,Pfizer/BioNTech,2289114
Switzerland,4/06/2021,Moderna,3131270
Switzerland,4/06/2021,Pfizer/BioNTech,2313881
Switzerland,5/06/2021,Moderna,3186860
Switzerland,5/06/2021,Pfizer/BioNTech,2331847
Switzerland,6/06/2021,Moderna,3207545
Switzerland,6/06/2021,Pfizer/BioNTech,2339395
Switzerland,7/06/2021,Moderna,3286136
Switzerland,7/06/2021,Pfizer/BioNTech,2362594
Switzerland,8/06/2021,Moderna,3373649
Switzerland,8/06/2021,Pfizer/BioNTech,2387090
Switzerland,9/06/2021,Moderna,3462453
Switzerland,9/06/2021,Pfizer/BioNTech,2411880
Switzerland,10/06/2021,Moderna,3546241
Switzerland,10/06/2021,Pfizer/BioNTech,2433551
Switzerland,11/06/2021,Moderna,3629043
Switzerland,11/06/2021,Pfizer/BioNTech,2458707
Switzerland,12/06/2021,Moderna,3682544
Switzerland,12/06/2021,Pfizer/BioNTech,2476087
Switzerland,13/06/2021,Moderna,3702252
Switzerland,13/06/2021,Pfizer/BioNTech,2483562
Switzerland,14/06/2021,Moderna,3778342
Switzerland,14/06/2021,Pfizer/BioNTech,2505242
Switzerland,15/06/2021,Moderna,3861844
Switzerland,15/06/2021,Pfizer/BioNTech,2525793
Switzerland,16/06/2021,Moderna,3947218
Switzerland,16/06/2021,Pfizer/BioNTech,2544759
Switzerland,17/06/2021,Moderna,4035368
Switzerland,17/06/2021,Pfizer/BioNTech,2562927
Switzerland,18/06/2021,Moderna,4118151
Switzerland,18/06/2021,Pfizer/BioNTech,2582331
Switzerland,19/06/2021,Moderna,4165701
Switzerland,19/06/2021,Pfizer/BioNTech,2597828
Switzerland,20/06/2021,Moderna,4182816
Switzerland,20/06/2021,Pfizer/BioNTech,2602658
Switzerland,21/06/2021,Moderna,4253576
Switzerland,21/06/2021,Pfizer/BioNTech,2619575
Switzerland,22/06/2021,Moderna,4329624
Switzerland,22/06/2021,Pfizer/BioNTech,2635317
Switzerland,23/06/2021,Moderna,4405035
Switzerland,23/06/2021,Pfizer/BioNTech,2650088
Switzerland,24/06/2021,Moderna,4477739
Switzerland,24/06/2021,Pfizer/BioNTech,2665112
Switzerland,25/06/2021,Moderna,4547896
Switzerland,25/06/2021,Pfizer/BioNTech,2681648
Switzerland,26/06/2021,Moderna,4588459
Switzerland,26/06/2021,Pfizer/BioNTech,2691775
Switzerland,27/06/2021,Moderna,4602125
Switzerland,27/06/2021,Pfizer/BioNTech,2696542
Switzerland,28/06/2021,Moderna,4664116
Switzerland,28/06/2021,Pfizer/BioNTech,2708791
Switzerland,29/06/2021,Moderna,4728673
Switzerland,29/06/2021,Pfizer/BioNTech,2722485
Switzerland,30/06/2021,Moderna,4798641
Switzerland,30/06/2021,Pfizer/BioNTech,2736474
Switzerland,1/07/2021,Moderna,4859341
Switzerland,1/07/2021,Pfizer/BioNTech,2747973
Switzerland,2/07/2021,Moderna,4922080
Switzerland,2/07/2021,Pfizer/BioNTech,2758168
Switzerland,3/07/2021,Moderna,4961388
Switzerland,3/07/2021,Pfizer/BioNTech,2765696
Switzerland,4/07/2021,Moderna,4973208
Switzerland,4/07/2021,Pfizer/BioNTech,2768797
United States,12/01/2021,Moderna,3835859
United States,12/01/2021,Pfizer/BioNTech,5488697
United States,13/01/2021,Moderna,4249795
United States,13/01/2021,Pfizer/BioNTech,6025872
United States,15/01/2021,Moderna,5122662
United States,15/01/2021,Pfizer/BioNTech,7153268
United States,19/01/2021,Moderna,6828561
United States,19/01/2021,Pfizer/BioNTech,8874811
United States,20/01/2021,Moderna,7239750
United States,20/01/2021,Pfizer/BioNTech,9281063
United States,21/01/2021,Moderna,7724683
United States,21/01/2021,Pfizer/BioNTech,9817027
United States,22/01/2021,Moderna,8407909
United States,22/01/2021,Pfizer/BioNTech,10695066
United States,23/01/2021,Moderna,9061112
United States,23/01/2021,Pfizer/BioNTech,11471457
United States,24/01/2021,Moderna,9689497
United States,24/01/2021,Pfizer/BioNTech,12153536
United States,25/01/2021,Moderna,10084432
United States,25/01/2021,Pfizer/BioNTech,12551999
United States,26/01/2021,Moderna,10431466
United States,26/01/2021,Pfizer/BioNTech,13009981
United States,27/01/2021,Moderna,11001991
United States,27/01/2021,Pfizer/BioNTech,13550835
United States,28/01/2021,Moderna,11737592
United States,28/01/2021,Pfizer/BioNTech,14355980
United States,29/01/2021,Moderna,12619210
United States,29/01/2021,Pfizer/BioNTech,15164858
United States,30/01/2021,Moderna,13499942
United States,30/01/2021,Pfizer/BioNTech,15977015
United States,31/01/2021,Moderna,14246089
United States,31/01/2021,Pfizer/BioNTech,16775916
United States,1/02/2021,Moderna,14756609
United States,1/02/2021,Pfizer/BioNTech,17364398
United States,2/02/2021,Moderna,15006565
United States,2/02/2021,Pfizer/BioNTech,17672866
United States,3/02/2021,Moderna,15567188
United States,3/02/2021,Pfizer/BioNTech,18209204
United States,4/02/2021,Moderna,16260102
United States,4/02/2021,Pfizer/BioNTech,18841309
United States,5/02/2021,Moderna,17133644
United States,5/02/2021,Pfizer/BioNTech,19582865
United States,6/02/2021,Moderna,18336515
United States,6/02/2021,Pfizer/BioNTech,20598212
United States,7/02/2021,Moderna,19485089
United States,7/02/2021,Pfizer/BioNTech,21622193
United States,8/02/2021,Moderna,20066305
United States,8/02/2021,Pfizer/BioNTech,22247484
United States,9/02/2021,Moderna,20416765
United States,9/02/2021,Pfizer/BioNTech,22685406
United States,10/02/2021,Moderna,21189540
United States,10/02/2021,Pfizer/BioNTech,23475749
United States,11/02/2021,Moderna,22038088
United States,11/02/2021,Pfizer/BioNTech,24246868
United States,12/02/2021,Moderna,23111715
United States,12/02/2021,Pfizer/BioNTech,25192628
United States,13/02/2021,Moderna,24297615
United States,13/02/2021,Pfizer/BioNTech,26237417
United States,14/02/2021,Moderna,25505313
United States,14/02/2021,Pfizer/BioNTech,27271797
United States,16/02/2021,Moderna,26738383
United States,16/02/2021,Pfizer/BioNTech,28374410
United States,17/02/2021,Moderna,27287041
United States,17/02/2021,Pfizer/BioNTech,28886690
United States,18/02/2021,Moderna,28043413
United States,18/02/2021,Pfizer/BioNTech,29585627
United States,19/02/2021,Moderna,29044336
United States,19/02/2021,Pfizer/BioNTech,30431247
United States,20/02/2021,Moderna,29909492
United States,20/02/2021,Pfizer/BioNTech,31270062
United States,21/02/2021,Moderna,30747615
United States,21/02/2021,Pfizer/BioNTech,32232422
United States,22/02/2021,Moderna,31212925
United States,22/02/2021,Pfizer/BioNTech,32853883
United States,23/02/2021,Moderna,31569021
United States,23/02/2021,Pfizer/BioNTech,33352170
United States,24/02/2021,Moderna,32194245
United States,24/02/2021,Pfizer/BioNTech,34159027
United States,25/02/2021,Moderna,33066503
United States,25/02/2021,Pfizer/BioNTech,35095003
United States,26/02/2021,Moderna,34181226
United States,26/02/2021,Pfizer/BioNTech,36159403
United States,27/02/2021,Moderna,35422721
United States,27/02/2021,Pfizer/BioNTech,37269195
United States,28/02/2021,Moderna,36694414
United States,28/02/2021,Pfizer/BioNTech,38426567
United States,1/03/2021,Moderna,37522293
United States,1/03/2021,Pfizer/BioNTech,39262524
United States,2/03/2021,Moderna,38319678
United States,2/03/2021,Pfizer/BioNTech,40196532
United States,3/03/2021,Moderna,39248180
United States,3/03/2021,Pfizer/BioNTech,41175807
United States,4/03/2021,Moderna,40261524
United States,4/03/2021,Pfizer/BioNTech,42193285
United States,5/03/2021,Moderna,41507728
United States,5/03/2021,Pfizer/BioNTech,43373717
United States,6/03/2021,Moderna,42977312
United States,6/03/2021,Pfizer/BioNTech,44774584
United States,7/03/2021,Moderna,44195607
United States,7/03/2021,Pfizer/BioNTech,45932122
United States,8/03/2021,Johnson&Johnson,208590
United States,8/03/2021,Moderna,44936695
United States,8/03/2021,Pfizer/BioNTech,46824290
United States,9/03/2021,Johnson&Johnson,308181
United States,9/03/2021,Moderna,45635740
United States,9/03/2021,Pfizer/BioNTech,47628226
United States,10/03/2021,Johnson&Johnson,458911
United States,10/03/2021,Moderna,46535646
United States,10/03/2021,Pfizer/BioNTech,48605159
United States,11/03/2021,Johnson&Johnson,638469
United States,11/03/2021,Moderna,47733656
United States,11/03/2021,Pfizer/BioNTech,49708920
United States,12/03/2021,Johnson&Johnson,873726
United States,12/03/2021,Moderna,49169578
United States,12/03/2021,Pfizer/BioNTech,50960400
United States,13/03/2021,Johnson&Johnson,1189207
United States,13/03/2021,Moderna,51292130
United States,13/03/2021,Pfizer/BioNTech,53096054
United States,14/03/2021,Johnson&Johnson,1273958
United States,14/03/2021,Moderna,51951820
United States,14/03/2021,Pfizer/BioNTech,53708091
United States,15/03/2021,Johnson&Johnson,1428465
United States,15/03/2021,Moderna,52883263
United States,15/03/2021,Pfizer/BioNTech,54643581
United States,16/03/2021,Johnson&Johnson,1569675
United States,16/03/2021,Moderna,53647312
United States,16/03/2021,Pfizer/BioNTech,55393141
United States,17/03/2021,Johnson&Johnson,1766131
United States,17/03/2021,Moderna,54643195
United States,17/03/2021,Pfizer/BioNTech,56499018
United States,18/03/2021,Johnson&Johnson,1911052
United States,18/03/2021,Moderna,55811286
United States,18/03/2021,Pfizer/BioNTech,57876875
United States,19/03/2021,Johnson&Johnson,2025349
United States,19/03/2021,Moderna,56941640
United States,19/03/2021,Pfizer/BioNTech,59214724
United States,20/03/2021,Johnson&Johnson,2163681
United States,20/03/2021,Moderna,58294583
United States,20/03/2021,Pfizer/BioNTech,60849627
United States,21/03/2021,Johnson&Johnson,2298614
United States,21/03/2021,Moderna,59518840
United States,21/03/2021,Pfizer/BioNTech,62529418
United States,22/03/2021,Johnson&Johnson,2406337
United States,22/03/2021,Moderna,60275003
United States,22/03/2021,Pfizer/BioNTech,63693721
United States,23/03/2021,Johnson&Johnson,2489153
United States,23/03/2021,Moderna,60913292
United States,23/03/2021,Pfizer/BioNTech,64679659
United States,24/03/2021,Johnson&Johnson,2622182
United States,24/03/2021,Moderna,61719260
United States,24/03/2021,Pfizer/BioNTech,65995871
United States,25/03/2021,Johnson&Johnson,2734367
United States,25/03/2021,Moderna,62877755
United States,25/03/2021,Pfizer/BioNTech,67555076
United States,26/03/2021,Johnson&Johnson,2863246
United States,26/03/2021,Moderna,64313721
United States,26/03/2021,Pfizer/BioNTech,69368232
United States,27/03/2021,Johnson&Johnson,2982453
United States,27/03/2021,Moderna,65811340
United States,27/03/2021,Pfizer/BioNTech,71246219
United States,28/03/2021,Johnson&Johnson,3090712
United States,28/03/2021,Moderna,67249447
United States,28/03/2021,Pfizer/BioNTech,72981111
United States,29/03/2021,Johnson&Johnson,3155418
United States,29/03/2021,Moderna,68177850
United States,29/03/2021,Pfizer/BioNTech,74338025
United States,30/03/2021,Johnson&Johnson,3215657
United States,30/03/2021,Moderna,68858013
United States,30/03/2021,Pfizer/BioNTech,75386890
United States,31/03/2021,Johnson&Johnson,3307113
United States,31/03/2021,Moderna,69930956
United States,31/03/2021,Pfizer/BioNTech,76891912
United States,1/04/2021,Johnson&Johnson,3429880
United States,1/04/2021,Moderna,71338865
United States,1/04/2021,Pfizer/BioNTech,78717917
United States,2/04/2021,Johnson&Johnson,3617377
United States,2/04/2021,Moderna,72997571
United States,2/04/2021,Pfizer/BioNTech,80845236
United States,3/04/2021,Johnson&Johnson,3840647
United States,3/04/2021,Moderna,74713387
United States,3/04/2021,Pfizer/BioNTech,82986550
United States,4/04/2021,Johnson&Johnson,4054089
United States,4/04/2021,Moderna,76038933
United States,4/04/2021,Pfizer/BioNTech,84810406
United States,5/04/2021,Johnson&Johnson,4204015
United States,5/04/2021,Moderna,76791212
United States,5/04/2021,Pfizer/BioNTech,86041963
United States,6/04/2021,Johnson&Johnson,4299901
United States,6/04/2021,Moderna,77285350
United States,6/04/2021,Pfizer/BioNTech,86855993
United States,7/04/2021,Johnson&Johnson,4544552
United States,7/04/2021,Moderna,78315776
United States,7/04/2021,Pfizer/BioNTech,88463874
United States,8/04/2021,Johnson&Johnson,4917225
United States,8/04/2021,Moderna,79551820
United States,8/04/2021,Pfizer/BioNTech,90256586
United States,9/04/2021,Johnson&Johnson,5382365
United States,9/04/2021,Moderna,80944104
United States,9/04/2021,Pfizer/BioNTech,92355733
United States,10/04/2021,Johnson&Johnson,5972101
United States,10/04/2021,Moderna,82622178
United States,10/04/2021,Pfizer/BioNTech,94715143
United States,11/04/2021,Johnson&Johnson,6453740
United States,11/04/2021,Moderna,83847244
United States,11/04/2021,Pfizer/BioNTech,96586783
United States,12/04/2021,Johnson&Johnson,6859877
United States,12/04/2021,Moderna,84694388
United States,12/04/2021,Pfizer/BioNTech,97978125
United States,13/04/2021,Johnson&Johnson,7233726
United States,13/04/2021,Moderna,85435687
United States,13/04/2021,Pfizer/BioNTech,99453295
United States,14/04/2021,Johnson&Johnson,7517671
United States,14/04/2021,Moderna,86221076
United States,14/04/2021,Pfizer/BioNTech,100891617
United States,15/04/2021,Johnson&Johnson,7736781
United States,15/04/2021,Moderna,87539652
United States,15/04/2021,Pfizer/BioNTech,102877491
United States,16/04/2021,Johnson&Johnson,7848027
United States,16/04/2021,Moderna,89199649
United States,16/04/2021,Pfizer/BioNTech,105070417
United States,17/04/2021,Johnson&Johnson,7902746
United States,17/04/2021,Moderna,90718986
United States,17/04/2021,Pfizer/BioNTech,107083884
United States,18/04/2021,Johnson&Johnson,7935549
United States,18/04/2021,Moderna,92181455
United States,18/04/2021,Pfizer/BioNTech,109122092
United States,19/04/2021,Johnson&Johnson,7949021
United States,19/04/2021,Moderna,93002433
United States,19/04/2021,Pfizer/BioNTech,110461905
United States,20/04/2021,Johnson&Johnson,7961251
United States,20/04/2021,Moderna,93672874
United States,20/04/2021,Pfizer/BioNTech,111585824
United States,21/04/2021,Johnson&Johnson,7993255
United States,21/04/2021,Moderna,94684047
United States,21/04/2021,Pfizer/BioNTech,113104771
United States,22/04/2021,Johnson&Johnson,8018365
United States,22/04/2021,Moderna,95913701
United States,22/04/2021,Pfizer/BioNTech,114844028
United States,23/04/2021,Johnson&Johnson,8040727
United States,23/04/2021,Moderna,97353734
United States,23/04/2021,Pfizer/BioNTech,116754631
United States,24/04/2021,Johnson&Johnson,8058239
United States,24/04/2021,Moderna,98778973
United States,24/04/2021,Pfizer/BioNTech,118628496
United States,25/04/2021,Johnson&Johnson,8079863
United States,25/04/2021,Moderna,100031926
United States,25/04/2021,Pfizer/BioNTech,120373717
United States,26/04/2021,Johnson&Johnson,8087269
United States,26/04/2021,Moderna,100830533
United States,26/04/2021,Pfizer/BioNTech,121674501
United States,27/04/2021,Johnson&Johnson,8097650
United States,27/04/2021,Moderna,101463903
United States,27/04/2021,Pfizer/BioNTech,122669679
United States,28/04/2021,Johnson&Johnson,8124392
United States,28/04/2021,Moderna,102356935
United States,28/04/2021,Pfizer/BioNTech,123980028
United States,29/04/2021,Johnson&Johnson,8166410
United States,29/04/2021,Moderna,103474188
United States,29/04/2021,Pfizer/BioNTech,125540172
