location,date,vaccine,total_vaccinations
Finland,28/05/2021,Pfizer/BioNTech,2301437
Finland,4/06/2021,Johnson&Johnson,0
Finland,4/06/2021,Moderna,295427
Finland,4/06/2021,Oxford/AstraZeneca,404081
Finland,4/06/2021,Pfizer/BioNTech,2548038
Finland,11/06/2021,Johnson&Johnson,0
Finland,11/06/2021,Moderna,324224
Finland,11/06/2021,Oxford/AstraZeneca,421158
Finland,11/06/2021,Pfizer/BioNTech,2843788
Finland,18/06/2021,Johnson&Johnson,0
Finland,18/06/2021,Moderna,357062
Finland,18/06/2021,Oxford/AstraZeneca,425206
Finland,18/06/2021,Pfizer/BioNTech,3146156
Finland,25/06/2021,Johnson&Johnson,0
Finland,25/06/2021,Moderna,382167
Finland,25/06/2021,Oxford/AstraZeneca,438009
Finland,25/06/2021,Pfizer/BioNTech,3362944
Finland,2/07/2021,Johnson&Johnson,0
Finland,2/07/2021,Moderna,408088
Finland,2/07/2021,Oxford/AstraZeneca,470097
Finland,2/07/2021,Pfizer/BioNTech,3615162
Finland,6/07/2021,Moderna,408329
Finland,6/07/2021,Oxford/AstraZeneca,470881
Finland,6/07/2021,Pfizer/BioNTech,3624504
France,27/12/2020,Pfizer/BioNTech,21
France,28/12/2020,Pfizer/BioNTech,95
France,29/12/2020,Pfizer/BioNTech,203
France,30/12/2020,Pfizer/BioNTech,328
France,31/12/2020,Pfizer/BioNTech,416
France,1/01/2021,Pfizer/BioNTech,492
France,2/01/2021,Pfizer/BioNTech,583
France,3/01/2021,Pfizer/BioNTech,682
France,4/01/2021,Pfizer/BioNTech,2164
France,5/01/2021,Pfizer/BioNTech,7594
France,6/01/2021,Pfizer/BioNTech,18930
France,7/01/2021,Pfizer/BioNTech,47608
France,8/01/2021,Pfizer/BioNTech,83969
France,9/01/2021,Pfizer/BioNTech,94930
France,10/01/2021,Pfizer/BioNTech,100582
France,11/01/2021,Pfizer/BioNTech,139755
France,12/01/2021,Pfizer/BioNTech,200846
France,13/01/2021,Pfizer/BioNTech,264855
France,14/01/2021,Moderna,153
France,14/01/2021,Pfizer/BioNTech,344852
France,15/01/2021,Moderna,371
France,15/01/2021,Pfizer/BioNTech,412315
France,16/01/2021,Moderna,556
France,16/01/2021,Pfizer/BioNTech,431992
France,17/01/2021,Moderna,560
France,17/01/2021,Pfizer/BioNTech,442522
France,18/01/2021,Moderna,3476
France,18/01/2021,Pfizer/BioNTech,524345
France,19/01/2021,Moderna,7999
France,19/01/2021,Pfizer/BioNTech,648679
France,20/01/2021,Moderna,12923
France,20/01/2021,Pfizer/BioNTech,779446
France,21/01/2021,Moderna,18055
France,21/01/2021,Pfizer/BioNTech,930231
France,22/01/2021,Moderna,22939
France,22/01/2021,Pfizer/BioNTech,1044559
France,23/01/2021,Moderna,24675
France,23/01/2021,Pfizer/BioNTech,1080774
France,24/01/2021,Moderna,24777
France,24/01/2021,Pfizer/BioNTech,1090084
France,25/01/2021,Moderna,28418
France,25/01/2021,Pfizer/BioNTech,1164710
France,26/01/2021,Moderna,32173
France,26/01/2021,Pfizer/BioNTech,1263062
France,27/01/2021,Moderna,35618
France,27/01/2021,Pfizer/BioNTech,1371040
France,28/01/2021,Moderna,39135
France,28/01/2021,Pfizer/BioNTech,1504522
France,29/01/2021,Moderna,42218
France,29/01/2021,Pfizer/BioNTech,1609775
France,30/01/2021,Moderna,43282
France,30/01/2021,Pfizer/BioNTech,1641649
France,31/01/2021,Moderna,43282
France,31/01/2021,Pfizer/BioNTech,1648211
France,1/02/2021,Moderna,46542
France,1/02/2021,Pfizer/BioNTech,1717763
France,2/02/2021,Moderna,50851
France,2/02/2021,Pfizer/BioNTech,1818834
France,3/02/2021,Moderna,55885
France,3/02/2021,Pfizer/BioNTech,1921870
France,4/02/2021,Moderna,60623
France,4/02/2021,Pfizer/BioNTech,2047956
France,5/02/2021,Moderna,65251
France,5/02/2021,Pfizer/BioNTech,2155943
France,6/02/2021,Moderna,67186
France,6/02/2021,Oxford/AstraZeneca,346
France,6/02/2021,Pfizer/BioNTech,2185442
France,7/02/2021,Moderna,67228
France,7/02/2021,Oxford/AstraZeneca,1695
France,7/02/2021,Pfizer/BioNTech,2193922
France,8/02/2021,Moderna,74664
France,8/02/2021,Oxford/AstraZeneca,4329
France,8/02/2021,Pfizer/BioNTech,2275813
France,9/02/2021,Moderna,82942
France,9/02/2021,Oxford/AstraZeneca,10978
France,9/02/2021,Pfizer/BioNTech,2398214
France,10/02/2021,Moderna,92134
France,10/02/2021,Oxford/AstraZeneca,20239
France,10/02/2021,Pfizer/BioNTech,2525926
France,11/02/2021,Moderna,102265
France,11/02/2021,Oxford/AstraZeneca,33617
France,11/02/2021,Pfizer/BioNTech,2687407
France,12/02/2021,Moderna,112322
France,12/02/2021,Oxford/AstraZeneca,46692
France,12/02/2021,Pfizer/BioNTech,2816415
France,13/02/2021,Moderna,115565
France,13/02/2021,Oxford/AstraZeneca,50214
France,13/02/2021,Pfizer/BioNTech,2850875
France,14/02/2021,Moderna,115861
France,14/02/2021,Oxford/AstraZeneca,51084
France,14/02/2021,Pfizer/BioNTech,2861502
France,15/02/2021,Moderna,122287
France,15/02/2021,Oxford/AstraZeneca,61231
France,15/02/2021,Pfizer/BioNTech,2958614
France,16/02/2021,Moderna,131089
France,16/02/2021,Oxford/AstraZeneca,73440
France,16/02/2021,Pfizer/BioNTech,3087667
France,17/02/2021,Moderna,139600
France,17/02/2021,Oxford/AstraZeneca,84286
France,17/02/2021,Pfizer/BioNTech,3220743
France,18/02/2021,Moderna,149933
France,18/02/2021,Oxford/AstraZeneca,98906
France,18/02/2021,Pfizer/BioNTech,3382550
France,19/02/2021,Moderna,159474
France,19/02/2021,Oxford/AstraZeneca,113051
France,19/02/2021,Pfizer/BioNTech,3513620
France,20/02/2021,Moderna,162748
France,20/02/2021,Oxford/AstraZeneca,116239
France,20/02/2021,Pfizer/BioNTech,3553621
France,21/02/2021,Moderna,163033
France,21/02/2021,Oxford/AstraZeneca,116788
France,21/02/2021,Pfizer/BioNTech,3562031
France,22/02/2021,Moderna,170295
France,22/02/2021,Oxford/AstraZeneca,125720
France,22/02/2021,Pfizer/BioNTech,3655605
France,23/02/2021,Moderna,178825
France,23/02/2021,Oxford/AstraZeneca,136851
France,23/02/2021,Pfizer/BioNTech,3772755
France,24/02/2021,Moderna,187069
France,24/02/2021,Oxford/AstraZeneca,150796
France,24/02/2021,Pfizer/BioNTech,3889939
France,25/02/2021,Moderna,195787
France,25/02/2021,Oxford/AstraZeneca,195293
France,25/02/2021,Pfizer/BioNTech,4027089
France,26/02/2021,Moderna,203109
France,26/02/2021,Oxford/AstraZeneca,256799
France,26/02/2021,Pfizer/BioNTech,4141277
France,27/02/2021,Moderna,205654
France,27/02/2021,Oxford/AstraZeneca,291342
France,27/02/2021,Pfizer/BioNTech,4177463
France,28/02/2021,Moderna,205782
France,28/02/2021,Oxford/AstraZeneca,293698
France,28/02/2021,Pfizer/BioNTech,4185086
France,1/03/2021,Moderna,214514
France,1/03/2021,Oxford/AstraZeneca,313707
France,1/03/2021,Pfizer/BioNTech,4272945
France,2/03/2021,Moderna,225554
France,2/03/2021,Oxford/AstraZeneca,352146
France,2/03/2021,Pfizer/BioNTech,4389270
France,3/03/2021,Moderna,236686
France,3/03/2021,Oxford/AstraZeneca,400217
France,3/03/2021,Pfizer/BioNTech,4509660
France,4/03/2021,Moderna,248733
France,4/03/2021,Oxford/AstraZeneca,481686
France,4/03/2021,Pfizer/BioNTech,4646016
France,5/03/2021,Moderna,260565
France,5/03/2021,Oxford/AstraZeneca,599072
France,5/03/2021,Pfizer/BioNTech,4778639
France,6/03/2021,Moderna,266869
France,6/03/2021,Oxford/AstraZeneca,718764
France,6/03/2021,Pfizer/BioNTech,4876250
France,7/03/2021,Moderna,269182
France,7/03/2021,Oxford/AstraZeneca,773530
France,7/03/2021,Pfizer/BioNTech,4944682
France,8/03/2021,Moderna,281471
France,8/03/2021,Oxford/AstraZeneca,815814
France,8/03/2021,Pfizer/BioNTech,5046139
France,9/03/2021,Moderna,297175
France,9/03/2021,Oxford/AstraZeneca,894112
France,9/03/2021,Pfizer/BioNTech,5179106
France,10/03/2021,Moderna,313147
France,10/03/2021,Oxford/AstraZeneca,974245
France,10/03/2021,Pfizer/BioNTech,5316450
France,11/03/2021,Moderna,331447
France,11/03/2021,Oxford/AstraZeneca,1101863
France,11/03/2021,Pfizer/BioNTech,5473785
France,12/03/2021,Moderna,347341
France,12/03/2021,Oxford/AstraZeneca,1283651
France,12/03/2021,Pfizer/BioNTech,5621526
France,13/03/2021,Moderna,359731
France,13/03/2021,Oxford/AstraZeneca,1415107
France,13/03/2021,Pfizer/BioNTech,5722210
France,14/03/2021,Moderna,364887
France,14/03/2021,Oxford/AstraZeneca,1428949
France,14/03/2021,Pfizer/BioNTech,5769000
France,15/03/2021,Moderna,379026
France,15/03/2021,Oxford/AstraZeneca,1480618
France,15/03/2021,Pfizer/BioNTech,5892221
France,16/03/2021,Moderna,400110
France,16/03/2021,Oxford/AstraZeneca,1481581
France,16/03/2021,Pfizer/BioNTech,6049303
France,17/03/2021,Moderna,423968
France,17/03/2021,Oxford/AstraZeneca,1482276
France,17/03/2021,Pfizer/BioNTech,6211968
France,18/03/2021,Moderna,451839
France,18/03/2021,Oxford/AstraZeneca,1483527
France,18/03/2021,Pfizer/BioNTech,6392979
France,19/03/2021,Moderna,479271
France,19/03/2021,Oxford/AstraZeneca,1553470
France,19/03/2021,Pfizer/BioNTech,6560496
France,20/03/2021,Moderna,505974
France,20/03/2021,Oxford/AstraZeneca,1618282
France,20/03/2021,Pfizer/BioNTech,6645812
France,21/03/2021,Moderna,523598
France,21/03/2021,Oxford/AstraZeneca,1623827
France,21/03/2021,Pfizer/BioNTech,6674088
France,22/03/2021,Moderna,544087
France,22/03/2021,Oxford/AstraZeneca,1660896
France,22/03/2021,Pfizer/BioNTech,6818445
France,23/03/2021,Moderna,570552
France,23/03/2021,Oxford/AstraZeneca,1744918
France,23/03/2021,Pfizer/BioNTech,6997929
France,24/03/2021,Moderna,599099
France,24/03/2021,Oxford/AstraZeneca,1835352
France,24/03/2021,Pfizer/BioNTech,7176942
France,25/03/2021,Moderna,630412
France,25/03/2021,Oxford/AstraZeneca,1984816
France,25/03/2021,Pfizer/BioNTech,7379766
France,26/03/2021,Moderna,661270
France,26/03/2021,Oxford/AstraZeneca,2149695
France,26/03/2021,Pfizer/BioNTech,7582091
France,27/03/2021,Moderna,678220
France,27/03/2021,Oxford/AstraZeneca,2217781
France,27/03/2021,Pfizer/BioNTech,7707370
France,28/03/2021,Moderna,688711
France,28/03/2021,Oxford/AstraZeneca,2224076
France,28/03/2021,Pfizer/BioNTech,7752747
France,29/03/2021,Moderna,711656
France,29/03/2021,Oxford/AstraZeneca,2277868
France,29/03/2021,Pfizer/BioNTech,7931294
France,30/03/2021,Moderna,741867
France,30/03/2021,Oxford/AstraZeneca,2370619
France,30/03/2021,Pfizer/BioNTech,8160857
France,31/03/2021,Moderna,775969
France,31/03/2021,Oxford/AstraZeneca,2433704
France,31/03/2021,Pfizer/BioNTech,8396984
France,1/04/2021,Moderna,818452
France,1/04/2021,Oxford/AstraZeneca,2519303
France,1/04/2021,Pfizer/BioNTech,8667966
France,2/04/2021,Moderna,855705
France,2/04/2021,Oxford/AstraZeneca,2605883
France,2/04/2021,Pfizer/BioNTech,8915036
France,3/04/2021,Moderna,876029
France,3/04/2021,Oxford/AstraZeneca,2641532
France,3/04/2021,Pfizer/BioNTech,9060470
France,4/04/2021,Moderna,886111
France,4/04/2021,Oxford/AstraZeneca,2644979
France,4/04/2021,Pfizer/BioNTech,9110573
France,5/04/2021,Moderna,899053
France,5/04/2021,Oxford/AstraZeneca,2649310
France,5/04/2021,Pfizer/BioNTech,9163219
France,6/04/2021,Moderna,932758
France,6/04/2021,Oxford/AstraZeneca,2678673
France,6/04/2021,Pfizer/BioNTech,9422126
France,7/04/2021,Moderna,970513
France,7/04/2021,Oxford/AstraZeneca,2710552
France,7/04/2021,Pfizer/BioNTech,9724942
France,8/04/2021,Moderna,1015841
France,8/04/2021,Oxford/AstraZeneca,2789011
France,8/04/2021,Pfizer/BioNTech,10056501
France,9/04/2021,Moderna,1057845
France,9/04/2021,Oxford/AstraZeneca,2950471
France,9/04/2021,Pfizer/BioNTech,10376051
France,10/04/2021,Moderna,1086277
France,10/04/2021,Oxford/AstraZeneca,3025987
France,10/04/2021,Pfizer/BioNTech,10565550
France,11/04/2021,Moderna,1098368
France,11/04/2021,Oxford/AstraZeneca,3033133
France,11/04/2021,Pfizer/BioNTech,10635896
France,12/04/2021,Moderna,1126436
France,12/04/2021,Oxford/AstraZeneca,3084254
France,12/04/2021,Pfizer/BioNTech,10906401
France,13/04/2021,Moderna,1161986
France,13/04/2021,Oxford/AstraZeneca,3170115
France,13/04/2021,Pfizer/BioNTech,11236110
France,14/04/2021,Moderna,1195946
France,14/04/2021,Oxford/AstraZeneca,3237519
France,14/04/2021,Pfizer/BioNTech,11564741
France,15/04/2021,Moderna,1238573
France,15/04/2021,Oxford/AstraZeneca,3330125
France,15/04/2021,Pfizer/BioNTech,11910085
France,16/04/2021,Moderna,1279059
France,16/04/2021,Oxford/AstraZeneca,3442383
France,16/04/2021,Pfizer/BioNTech,12239354
France,17/04/2021,Moderna,1314582
France,17/04/2021,Oxford/AstraZeneca,3495424
France,17/04/2021,Pfizer/BioNTech,12427892
France,18/04/2021,Moderna,1334778
France,18/04/2021,Oxford/AstraZeneca,3504957
France,18/04/2021,Pfizer/BioNTech,12484146
France,19/04/2021,Moderna,1367530
France,19/04/2021,Oxford/AstraZeneca,3529819
France,19/04/2021,Pfizer/BioNTech,12768103
France,20/04/2021,Moderna,1408126
France,20/04/2021,Oxford/AstraZeneca,3575215
France,20/04/2021,Pfizer/BioNTech,13104233
France,21/04/2021,Moderna,1449638
France,21/04/2021,Oxford/AstraZeneca,3613931
France,21/04/2021,Pfizer/BioNTech,13442799
France,22/04/2021,Moderna,1497921
France,22/04/2021,Oxford/AstraZeneca,3668693
France,22/04/2021,Pfizer/BioNTech,13812084
France,23/04/2021,Johnson&Johnson,863
France,23/04/2021,Moderna,1547503
France,23/04/2021,Oxford/AstraZeneca,3739457
France,23/04/2021,Pfizer/BioNTech,14165985
France,24/04/2021,Johnson&Johnson,2415
France,24/04/2021,Moderna,1587719
France,24/04/2021,Oxford/AstraZeneca,3777150
France,24/04/2021,Pfizer/BioNTech,14386594
France,25/04/2021,Johnson&Johnson,2532
France,25/04/2021,Moderna,1605809
France,25/04/2021,Oxford/AstraZeneca,3783247
France,25/04/2021,Pfizer/BioNTech,14469652
France,26/04/2021,Johnson&Johnson,5367
France,26/04/2021,Moderna,1639932
France,26/04/2021,Oxford/AstraZeneca,3803116
France,26/04/2021,Pfizer/BioNTech,14787374
France,27/04/2021,Johnson&Johnson,14768
France,27/04/2021,Moderna,1683270
France,27/04/2021,Oxford/AstraZeneca,3838209
France,27/04/2021,Pfizer/BioNTech,15168618
France,28/04/2021,Johnson&Johnson,24558
France,28/04/2021,Moderna,1731520
France,28/04/2021,Oxford/AstraZeneca,3868507
France,28/04/2021,Pfizer/BioNTech,15560065
France,29/04/2021,Johnson&Johnson,40464
France,29/04/2021,Moderna,1786866
France,29/04/2021,Oxford/AstraZeneca,3919159
France,29/04/2021,Pfizer/BioNTech,15987946
France,30/04/2021,Johnson&Johnson,59564
France,30/04/2021,Moderna,1839998
France,30/04/2021,Oxford/AstraZeneca,3982837
France,30/04/2021,Pfizer/BioNTech,16405629
France,1/05/2021,Johnson&Johnson,61473
France,1/05/2021,Moderna,1864676
France,1/05/2021,Oxford/AstraZeneca,3994016
France,1/05/2021,Pfizer/BioNTech,16584805
France,2/05/2021,Johnson&Johnson,61916
France,2/05/2021,Moderna,1880393
France,2/05/2021,Oxford/AstraZeneca,3997333
France,2/05/2021,Pfizer/BioNTech,16693510
France,3/05/2021,Johnson&Johnson,66852
France,3/05/2021,Moderna,1919403
France,3/05/2021,Oxford/AstraZeneca,4013784
France,3/05/2021,Pfizer/BioNTech,17087537
France,4/05/2021,Johnson&Johnson,75122
France,4/05/2021,Moderna,1966527
France,4/05/2021,Oxford/AstraZeneca,4044737
France,4/05/2021,Pfizer/BioNTech,17537228
France,5/05/2021,Johnson&Johnson,81142
France,5/05/2021,Moderna,2013950
France,5/05/2021,Oxford/AstraZeneca,4073398
France,5/05/2021,Pfizer/BioNTech,18001434
France,6/05/2021,Johnson&Johnson,92416
France,6/05/2021,Moderna,2072485
France,6/05/2021,Oxford/AstraZeneca,4128225
France,6/05/2021,Pfizer/BioNTech,18490564
France,7/05/2021,Johnson&Johnson,111341
France,7/05/2021,Moderna,2130624
France,7/05/2021,Oxford/AstraZeneca,4200079
France,7/05/2021,Pfizer/BioNTech,18967512
France,8/05/2021,Johnson&Johnson,113610
France,8/05/2021,Moderna,2161369
France,8/05/2021,Oxford/AstraZeneca,4215360
France,8/05/2021,Pfizer/BioNTech,19205407
France,9/05/2021,Johnson&Johnson,114242
France,9/05/2021,Moderna,2182297
France,9/05/2021,Oxford/AstraZeneca,4219613
France,9/05/2021,Pfizer/BioNTech,19354818
France,10/05/2021,Johnson&Johnson,121350
France,10/05/2021,Moderna,2237084
France,10/05/2021,Oxford/AstraZeneca,4246636
France,10/05/2021,Pfizer/BioNTech,19802747
France,11/05/2021,Johnson&Johnson,135500
France,11/05/2021,Moderna,2301345
France,11/05/2021,Oxford/AstraZeneca,4298820
France,11/05/2021,Pfizer/BioNTech,20329604
France,12/05/2021,Johnson&Johnson,145488
France,12/05/2021,Moderna,2370673
France,12/05/2021,Oxford/AstraZeneca,4343014
France,12/05/2021,Pfizer/BioNTech,20867638
France,13/05/2021,Johnson&Johnson,146938
France,13/05/2021,Moderna,2427269
France,13/05/2021,Oxford/AstraZeneca,4348520
France,13/05/2021,Pfizer/BioNTech,21195047
France,14/05/2021,Johnson&Johnson,154544
France,14/05/2021,Moderna,2501122
France,14/05/2021,Oxford/AstraZeneca,4388362
France,14/05/2021,Pfizer/BioNTech,21690377
France,15/05/2021,Johnson&Johnson,158152
France,15/05/2021,Moderna,2573760
France,15/05/2021,Oxford/AstraZeneca,4416016
France,15/05/2021,Pfizer/BioNTech,22050780
France,16/05/2021,Johnson&Johnson,158515
France,16/05/2021,Moderna,2619606
France,16/05/2021,Oxford/AstraZeneca,4419524
France,16/05/2021,Pfizer/BioNTech,22222719
France,17/05/2021,Johnson&Johnson,162870
France,17/05/2021,Moderna,2676518
France,17/05/2021,Oxford/AstraZeneca,4446964
France,17/05/2021,Pfizer/BioNTech,22655233
France,18/05/2021,Johnson&Johnson,171482
France,18/05/2021,Moderna,2742864
France,18/05/2021,Oxford/AstraZeneca,4489524
France,18/05/2021,Pfizer/BioNTech,23144955
France,19/05/2021,Johnson&Johnson,177018
France,19/05/2021,Moderna,2810134
France,19/05/2021,Oxford/AstraZeneca,4530222
France,19/05/2021,Pfizer/BioNTech,23639131
France,20/05/2021,Johnson&Johnson,186259
France,20/05/2021,Moderna,2883860
France,20/05/2021,Oxford/AstraZeneca,4595753
France,20/05/2021,Pfizer/BioNTech,24151961
France,21/05/2021,Johnson&Johnson,198823
France,21/05/2021,Moderna,2959253
France,21/05/2021,Oxford/AstraZeneca,4673583
France,21/05/2021,Pfizer/BioNTech,24644659
France,22/05/2021,Johnson&Johnson,203767
France,22/05/2021,Moderna,3024892
France,22/05/2021,Oxford/AstraZeneca,4711560
France,22/05/2021,Pfizer/BioNTech,24960274
France,23/05/2021,Johnson&Johnson,204198
France,23/05/2021,Moderna,3062655
France,23/05/2021,Oxford/AstraZeneca,4714764
France,23/05/2021,Pfizer/BioNTech,25093455
France,24/05/2021,Johnson&Johnson,205145
France,24/05/2021,Moderna,3081597
France,24/05/2021,Oxford/AstraZeneca,4720275
France,24/05/2021,Pfizer/BioNTech,25361086
France,25/05/2021,Johnson&Johnson,212573
France,25/05/2021,Moderna,3114497
France,25/05/2021,Oxford/AstraZeneca,4770415
France,25/05/2021,Pfizer/BioNTech,25854253
France,26/05/2021,Johnson&Johnson,220149
France,26/05/2021,Moderna,3145186
France,26/05/2021,Oxford/AstraZeneca,4826068
France,26/05/2021,Pfizer/BioNTech,26353729
France,27/05/2021,Johnson&Johnson,234313
France,27/05/2021,Moderna,3180359
France,27/05/2021,Oxford/AstraZeneca,4909866
France,27/05/2021,Pfizer/BioNTech,26883015
France,28/05/2021,Johnson&Johnson,260672
France,28/05/2021,Moderna,3224223
France,28/05/2021,Oxford/AstraZeneca,5016135
France,28/05/2021,Pfizer/BioNTech,27389742
France,29/05/2021,Johnson&Johnson,271860
France,29/05/2021,Moderna,3262477
France,29/05/2021,Oxford/AstraZeneca,5079503
France,29/05/2021,Pfizer/BioNTech,27721990
France,30/05/2021,Johnson&Johnson,272721
France,30/05/2021,Moderna,3268783
France,30/05/2021,Oxford/AstraZeneca,5088128
France,30/05/2021,Pfizer/BioNTech,27843979
France,31/05/2021,Johnson&Johnson,285182
France,31/05/2021,Moderna,3315685
France,31/05/2021,Oxford/AstraZeneca,5126206
France,31/05/2021,Pfizer/BioNTech,28303033
France,1/06/2021,Johnson&Johnson,305084
France,1/06/2021,Moderna,3380460
France,1/06/2021,Oxford/AstraZeneca,5194001
France,1/06/2021,Pfizer/BioNTech,28817393
France,2/06/2021,Johnson&Johnson,319351
France,2/06/2021,Moderna,3436459
France,2/06/2021,Oxford/AstraZeneca,5254734
France,2/06/2021,Pfizer/BioNTech,29320325
France,3/06/2021,Johnson&Johnson,338546
France,3/06/2021,Moderna,3510322
France,3/06/2021,Oxford/AstraZeneca,5345506
France,3/06/2021,Pfizer/BioNTech,29847747
France,4/06/2021,Johnson&Johnson,360746
France,4/06/2021,Moderna,3599048
France,4/06/2021,Oxford/AstraZeneca,5454482
France,4/06/2021,Pfizer/BioNTech,30375912
France,5/06/2021,Johnson&Johnson,370287
France,5/06/2021,Moderna,3657109
France,5/06/2021,Oxford/AstraZeneca,5508513
France,5/06/2021,Pfizer/BioNTech,30742494
France,6/06/2021,Johnson&Johnson,371209
France,6/06/2021,Moderna,3668055
France,6/06/2021,Oxford/AstraZeneca,5514173
France,6/06/2021,Pfizer/BioNTech,30903633
France,7/06/2021,Johnson&Johnson,380167
France,7/06/2021,Moderna,3718766
France,7/06/2021,Oxford/AstraZeneca,5546458
France,7/06/2021,Pfizer/BioNTech,31403736
France,8/06/2021,Johnson&Johnson,394524
France,8/06/2021,Moderna,3787152
France,8/06/2021,Oxford/AstraZeneca,5595465
France,8/06/2021,Pfizer/BioNTech,31945884
France,9/06/2021,Johnson&Johnson,406470
France,9/06/2021,Moderna,3841646
France,9/06/2021,Oxford/AstraZeneca,5639299
France,9/06/2021,Pfizer/BioNTech,32485751
France,10/06/2021,Johnson&Johnson,421548
France,10/06/2021,Moderna,3902309
France,10/06/2021,Oxford/AstraZeneca,5709152
France,10/06/2021,Pfizer/BioNTech,33017971
France,11/06/2021,Johnson&Johnson,438246
France,11/06/2021,Moderna,3981897
France,11/06/2021,Oxford/AstraZeneca,5808175
France,11/06/2021,Pfizer/BioNTech,33556627
France,12/06/2021,Johnson&Johnson,445512
France,12/06/2021,Moderna,4031700
France,12/06/2021,Oxford/AstraZeneca,5850022
France,12/06/2021,Pfizer/BioNTech,33946328
France,13/06/2021,Johnson&Johnson,446356
France,13/06/2021,Moderna,4044015
France,13/06/2021,Oxford/AstraZeneca,5853984
France,13/06/2021,Pfizer/BioNTech,34105008
France,14/06/2021,Johnson&Johnson,452810
France,14/06/2021,Moderna,4092874
France,14/06/2021,Oxford/AstraZeneca,5897408
France,14/06/2021,Pfizer/BioNTech,34593144
France,15/06/2021,Johnson&Johnson,463473
France,15/06/2021,Moderna,4154017
France,15/06/2021,Oxford/AstraZeneca,5979279
France,15/06/2021,Pfizer/BioNTech,35121294
France,16/06/2021,Johnson&Johnson,472140
France,16/06/2021,Moderna,4205107
France,16/06/2021,Oxford/AstraZeneca,6046107
France,16/06/2021,Pfizer/BioNTech,35656693
France,17/06/2021,Johnson&Johnson,482757
France,17/06/2021,Moderna,4267185
France,17/06/2021,Oxford/AstraZeneca,6149413
France,17/06/2021,Pfizer/BioNTech,36161138
France,18/06/2021,Johnson&Johnson,494881
France,18/06/2021,Moderna,4341938
France,18/06/2021,Oxford/AstraZeneca,6269070
France,18/06/2021,Pfizer/BioNTech,36707198
France,19/06/2021,Johnson&Johnson,500281
